,NCTId,Condition,BriefTitle,InterventionType,StartDate,CompletionDate,Country_Name,Continent_Name,Continent_Code
598,NCT00537498,Diabetic Foot|Arterial Occlusive Disease|Ischemia,Urokinase Therapy in Diabetic Foot Syndrome,Drug,February 2002,December 2006,Germany,Europe,EU
599,NCT01065337,Diabetic Foot,Induced Wound Healing by Application of Expanded Bone Marrow Stem Cells in Diabetic Patients With Critical Limb Ischemia,Biological,August 2005,February 2009,Germany,Europe,EU
600,NCT00823225,Diabetic Foot|Arterial Occlusive Disease|Ischemia,Urokinase Therapy in Patients With Diabetic Foot Syndrome,Procedure,June 2008,June 2009,Germany,Europe,EU
601,NCT04505787,Comparative Bioavailability,S-flurbiprofen Bioavailability Trial to Compare a Newly Developed Patch vs. a Marketed Tablet,Drug,"July 24, 2020","September 24, 2020",Germany,Europe,EU
602,NCT01244321,End-stage Heart Failure Awaiting VAD Implantation,COVADIS Pilot Trial: COseal in Ventricular Assist DevIceS,,December 2010,February 2018,Germany,Europe,EU
603,NCT04908748,Soft Tissue Injuries|Contusions|Strains|Sprains|Bruises,"Esflurbiprofen Hydrogel Patch vs. Placebo in the Local Symptomatic and Short-term Treatment of Pain in Acute Strains, Sprains or Bruises of the Extremities",Drug,"May 20, 2021","March 1, 2022",Germany,Europe,EU
604,NCT02260115,Tissue Adhesions,A Randomized Multi-centre Study to Assess the Safety and Manageability of a Laparoscopic Adhesion Barrier in Women Undergoing Gynecologic Laparoscopic Surgery Followed by Second Look Laparoscopy,Device,November 2013,July 2016,Germany,Europe,EU
605,NCT00372047,Skin Aging,Evaluation of Excessive UV Irradiation on Skin Aging by Multiphoton Laser Imaging and Biophysical Methods,Device,,,Germany,Europe,EU
606,NCT01868191,Diabetic Neuropathies,Effects of Benfotiamine on Intraepidermal Nerve Fiber Density (IENFD),Drug,July 2013,December 2014,Germany,Europe,EU
607,NCT04310644,Autonomic Neuropathy|Ehlers-Danlos Syndrome Hypermobility Type|Small Fiber Neuropathy|Postural Tachycardia Syndrome,Autonomic Small Fiber Neuropathy and Ehlers Danlos Syndromes - Prospective Study and Registry,Other,"September 15, 2019","September 15, 2029",Germany,Europe,EU
608,NCT01596491,Peripheral Nerve Injury|Postherpetic Neuralgia,Study of Possible Changes in QST After Application of Capsaicin on Patients With Peripheral Neuropathic Pain,Procedure,April 2011,November 2012,Germany,Europe,EU
609,NCT03146247,Moderate to Severe Plaque Psoriasis,Analysis of the Pathogenesis of Itch in Response to Apremilast Therapy in Psoriasis Patients,Drug,"October 23, 2017","March 1, 2019",Germany,Europe,EU
610,NCT02663115,Heart Failure|Ischemic Myocardiopathy|Dilatative Myocardiopathy,Influence of Severe Heart Failure to Function and Molecular Biological Parameters of Catabolism in the Human Diaphragm and Peripheral Skeletal Muscle,Other,January 2016,,Germany,Europe,EU
611,NCT00646412,Adhesions|Abdominal Cavity,A-Part® Gel as Adhesion Prophylaxis After Major Abdominal Surgery Versus a Non-treated Group,Device,July 2008,August 2010,Germany,Europe,EU
612,NCT01657292,Burns,Oleogel-S10 Versus Standard of Care in Healing of Grade 2a Burn Wounds,Drug,August 2012,July 2014,Germany,Europe,EU
613,NCT04323462,Diabetic Foot Ulcer,Intensive Glycemic Control For Diabetic Foot Ulcer Healing,Drug,September 2021,December 2022,India,Asia,AS
614,NCT03740581,Diabetic Foot Ulcer,Intensive Versus Conventional Glycemic Control in Diabetic Foot Ulcer Healing,Drug,"November 1, 2017","June 30, 2019",India,Asia,AS
615,NCT04217434,"Pain, Postoperative|Healing Surgical Wounds|Analgesia|Temperature Change, Body",Comparative Evaluation of Various Patient Centered Outcomes Following Gingival Depigmentation Using Diode LASER in Different Modes: A Randomized Clinical Trial,Procedure,"November 20, 2018","November 22, 2020",India,Asia,AS
616,NCT03005600,Gestational Diabetes Mellitus,Stratification of Risk of Diabetes in Early Pregnancy,,February 2016,January 2019,India,Asia,AS
617,NCT03569683,Gingival Overgrowth,"Comparison Between Laser, Synthetic Gel and Herbal Gel as Topical Agents After Gum Surgery",Procedure,"May 30, 2018","October 30, 2018",India,Asia,AS
618,NCT03998436,Diabetic Foot Ulcer,Phase 3 Study to Evaluate the Safety and Efficacy of Galnobax® in Treating Diabetic Foot Ulcers,Drug,"December 26, 2018","October 30, 2020",India,Asia,AS
619,NCT03026855,Chronic Ulcer,Autologous Platelet Rich Plasma (PRP) for the Treatment of Chronic Non-Healing Ulcers,Biological,June 2014,May 2016,India,Asia,AS
620,NCT03766139,Intrabony Periodontal Defect,Regenerative Potential of Supercell Glue and Platelet Rich Fibrin Matrix,Biological,December 2018,November 2019,India,Asia,AS
621,NCT00804414,Diabetes|Diabetic Ulcer,"Efficacy and Safety Study of Soluble Beta-1,3/1,6-glucan (SBG) Versus Placebo in Chronic Diabetic Foot Ulcers",Drug,October 2008,September 2009,Spain,Europe,EU
622,NCT04039789,Varicose Ulcer,Impact of Physical Activity as a Coadjuvant Treatment in the Healing of Venous Ulcers in Primary Health Care.,Behavioral,"May 17, 2021","December 31, 2023",Spain,Europe,EU
623,NCT04265612,"Wound Infection, Surgical",Effect of the Negative Pressure Therapy Dressing Compared With Hydrogel Dressing.,Procedure,"November 5, 2019","July 13, 2021",Spain,Europe,EU
624,NCT01491438,Venous Ulcers,Plasma Rich Growth Factors in Venous Ulcers,Procedure,November 2013,November 2013,Spain,Europe,EU
625,NCT02526862,Respiratory Failure,Prevention of Pressure Ulcers in Patients Under Non-Invasive Mechanical Ventilation,Device,February 2012,August 2013,Spain,Europe,EU
626,NCT04141059,Skin Aging,Effect of Oligopin® on Skin Ageing,Dietary Supplement,November 2019,July 2020,Spain,Europe,EU
627,NCT04636879,Neck Pain; Dry Needling; Motivation,Dry Needling and Patients Treatment Expectations,Other,"February 23, 2021","September 5, 2021",Spain,Europe,EU
628,NCT03539146,Satiation|Gastrointestinal Tolerance|Organoleptic Appreciation,"Gastrointestinal Tolerance, Satiation and Sensory Acceptance of Yogurts Containing Dietary Fiber and Coffee Cascara Extract",Other,"May 21, 2018","June 1, 2018",Spain,Europe,EU
629,NCT02604290,Chronic Low Back Pain,Kinesio Taping Efficacy in Chronic Low Back Pain Treatment (KITALO),Device,"December 15, 2015","November 14, 2016",Spain,Europe,EU
630,NCT04410068,"Temperature Change, Body|Hypothermia; Anesthesia",Comparison of Electric Heating Pad Versus Forced-air Warming to Prevent Inadvertent Perioperative Hypothermia,Device,"June 1, 2020","September 1, 2021",Spain,Europe,EU
631,NCT04697914,Foot Diseases|Metatarsalgia|Pain,The Effect of a Discharge Sock Model in Comfort: Randomized Controlled Trial,Diagnostic Test,"February 20, 2021","April 20, 2021",Spain,Europe,EU
632,NCT04324749,Microbiota|Cognitive Change,Healthy Prebiotic and Postbiotic Effects of Peanuts and Peanut Butter: College Intervention Trial,Other,"November 18, 2019","June 30, 2020",Spain,Europe,EU
633,NCT03483064,Lower Back,Interferential Current in Lower Back,Other,"May 7, 2018","May 30, 2018",Spain,Europe,EU
634,NCT03190447,Occlusive Dressings|Nursing|Knee Surgery|Hip Surgery,Wich is the Best Dressing in Wounds by Primary Surgery of THA and / or TKA?,Device,"April 20, 2017","December 31, 2019",Spain,Europe,EU
635,NCT02496351,Phantom Limb Pain|Peripheral Vascular Diseases,TENS for Phantom Limb Pain Prevention Following Major Amputation,Device,May 2015,March 2017,Spain,Europe,EU
636,NCT02169700,Neck Pain,Ischemic Compression on Post-needling Soreness,Procedure,December 2013,May 2014,Spain,Europe,EU
637,NCT01626482,Low Back Pain,Effect of Kinesio Tape in Muscle Fatigue Measured by Biering-Sorensen Test,Other,September 2011,May 2012,Spain,Europe,EU
638,NCT03081091,Chronic Widespread Pain,Effects of Acupuncture on Pain and Quality of Life of People Affected With Chronic Widespread Pain.,Device,January 2017,"May 31, 2017",Spain,Europe,EU
639,NCT03178604,Hamstring Contractures,Classic and Sham Massage on Psychological and Physical Functional Variables in Athletes,Other,"June 1, 2017","August 2, 2017",Spain,Europe,EU
640,NCT00884065,Shoulder Pain,Effectiveness of Diacutaneous Fibrolysis in Painful Shoulder,Other,June 2007,January 2008,Spain,Europe,EU
641,NCT04600830,Myofascial Pain Syndromes|Dry Needling,Evaluation of the Effectiveness of Dry Needling Versus Foam Roller,Procedure,"May 1, 2020","May 10, 2021",Spain,Europe,EU
642,NCT04021303,Gastrointestinal Disorder|Immunologic Diseases in Children,"Whole Grain, Gluten-containing Cereal and PROBIOtics to Evaluate Digestive TOLERAance and Immuno-inflammatory Response",Dietary Supplement,"September 1, 2019",June 2021,Spain,Europe,EU
643,NCT03725917,Diabetic Foot Ulcer|Diabetic Neuropathy Peripheral,Patients With Diabetic Neuropathy Who Receive Physiotherapy Treatment Will Have a Decrease in Diabetic Foot Ulcers,Other,"March 25, 2019","December 1, 2019",Spain,Europe,EU
644,NCT04827082,Hamstring Contractures,Effects of Diacutaneous Fibrolysis on Flexibility and Active Neuromuscular Response,Other,"April 1, 2021","July 1, 2021",Spain,Europe,EU
645,NCT03444311,"Colitis, Ulcerative",Combined Nutritional Therapies for the Treatment of Ulcerative Colitis,Dietary Supplement,"March 8, 2018","July 2, 2020",Spain,Europe,EU
646,NCT04210336,HPV Infection|Lesion Cervix,Clinical Trial to Evaluate Papilocare® Gel Efficacy Into Repairment of Cervical Lesions Caused by HPV,Device,"August 7, 2018","April 29, 2022",Spain,Europe,EU
647,NCT04002154,Human Papilloma Virus Infection|Human Papilloma Virus|Cervix Lesion,Clinical Trial to Explore the Papilocare Gel Efficacy to Repair the Cervico-vaginal Mucosa With Lesions Caused by HPV,Device,"October 19, 2015","February 28, 2019",Spain,Europe,EU
648,NCT04199078,Human Papilloma Virus|Human Papilloma Virus Infection|Cervix Lesion,Clinical Trial to Explore Papilocare Gel Efficacy to Repair of the Cervico-vaginal Mucosa With HPV High Risk Lesions.,Device,"September 25, 2019","January 31, 2023",Spain,Europe,EU
649,NCT03798353,Myocardial Infarction,Pericardial Matrix With Mesenchymal Stem Cells for the Treatment of Patients With Infarcted Myocardial Tissue,Combination Product,"May 13, 2019","May 13, 2021",Spain,Europe,EU
650,NCT03667937,Venous Leg Ulcer|Bacterial Infections|Chronic Ulcer of Skin of Lower Limb Nos,Effectiveness of a Hydrophobic Dressing for Microorganisms' Colonization and Infection Control of Vascular Ulcers,Combination Product,"May 15, 2019","April 30, 2021",Spain,Europe,EU
651,NCT01817218,Chronic Ulcer,Feasibility and Safety and Evaluation of the Potential Efficacy of Autologous Platelet-rich Plasma in the Treatment of Vascular Venous Ulcers,Drug,June 2013,April 2015,Spain,Europe,EU
652,NCT03934671,Hard-to-heal Wounds,Evaluation of the Efficacy of an Antioxidant Dressing in Chronic Wound Healing,Device,"September 2, 2019",September 2021,Spain,Europe,EU
653,NCT04422119,Surgical Wound|Knee Disease,Standard Dressing Versus Moist Dressing in the Course of the Postoperative Wound in Patients With Knee Prosthesis,Procedure,"June 1, 2018",December 2022,Spain,Europe,EU
654,NCT04145154,Chronic Skin Ulcer|Diabetic Foot|Plasma Protein; Transport Protein,Plasma and Scarring of Diabetic Ulcers,Other,"June 5, 2018",February 2020,Mexico,North America,
655,NCT03782155,Wound Healing|Diabetic,Effect of Supplementation With HMB and Glutamine in Wound Healing on Bloody Areas,Drug,"June 1, 2021","December 31, 2021",Mexico,North America,
656,NCT01871883,Sensitive Skin,TRPV Expression in Subjects With Sensitive Skin,Procedure,May 2013,September 2016,Mexico,North America,
657,NCT01251783,Healthy Term Babies,A Prebiotic Agave Derivated Metlin & Metlos in Infant Formula,Dietary Supplement,February 2010,October 2010,Mexico,North America,
658,NCT02576769,Basal Cell Carcinoma,The Role of Melanocyte in Basal Cell Carcinoma,Other,November 2015,December 2016,Mexico,North America,
659,NCT02102685,Neck Abscess,Vacuum Assisted Closure in Neck Abscess,Procedure,September 2010,September 2013,Mexico,North America,
660,NCT04186377,Diabetic Foot|Neuropathic Foot Ulcer|Chronic Diabetic Ulcer of Left Foot (Diagnosis)|Chronic Diabetic Foot Ulcer of Right Foot,Application of S26E for Diabetic Foot Ulcer Healing,Other,"May 15, 2020","November 29, 2021",Greece,Europe,EU
661,NCT04311125,Hip Osteoarthritis|Hip Arthropathy|Minimal Invasive|Anterior Approach|Tissue Injury,Comparative Study of Minimally Invasive Surgical Approaches for Total Hip Arthroplasty,Procedure,"April 1, 2020","May 1, 2022",Greece,Europe,EU
662,NCT03583593,"Diabetic Foot Ulcer|Diabetic Foot|Diabetes Mellitus, Type 2",Evaluation of DIAMEL® Combined With Insulin in Diabetic Foot Ulcer,Dietary Supplement,"May 23, 2014","November 30, 2017",Cuba,North America,
663,NCT00719251,Diabetic Foot Ulcer,Effects of High Voltage Pulsed Current (HVPC) and Low Level Laser Therapy (LLLT) on Wound Healing in Diabetic Ulcers,Device,March 2004,December 2006,Colombia,South America,SA
664,NCT00428727,Diabetic Foot,Clinical Trial for the Treatment of Diabetic Foot Ulcers Using a Nitric Oxide Releasing Patch: PATHON,Drug,January 2005,February 2011,Colombia,South America,SA
665,NCT03295175,Congenital Urogenital Anomaly,Distribution of Smooth Muscle In Dartos In The Non Conspicuous Penis,Diagnostic Test,"September 21, 2017","February 28, 2020",Colombia,South America,SA
666,NCT03569254,"Jaundice, Neonatal|Phototherapy","Effectiveness, Safety and Perceptions With the Use of One LED Blanket Device in the Ambulatory Treatment of Jaundice",Device,"March 1, 2016","October 5, 2017",Colombia,South America,SA
667,NCT03570775,"Phototherapy|Jaundice, Neonatal","Effectiveness, Safety and Perceptions With the Use of One LED Sleeping Bag Device in the Treatment of Neonatal Jaundice",Device,"March 1, 2016","October 5, 2017",Colombia,South America,SA
668,NCT01594658,Venous Ulcer,Venous Ulcer Treatment With Foam Versus Conservative Treatment,Procedure,July 2011,September 2012,Colombia,South America,SA
669,NCT01974544,Type 2 Diabetes,Prevention and Treatment Of Diabetes Complications With Gastric Surgery or Intensive Medicines,Drug,May 2013,December 2016,Chile,South America,SA
670,NCT05013866,Dental Diseases,Repair of Proximal Restoration Resin Bulk Fill. Clinical Trial,Procedure,"August 15, 2016","September 30, 2022",Chile,South America,SA
671,NCT04446767,Wound Healing Disorder,Photobiomodulation With Polarized Light as Adjunctive Treatment in Diabetic Foot Ulcer,Radiation,"June 30, 2020","September 5, 2020",Egypt,Africa,AF
672,NCT04041739,Diabetic Foot Osteomyelitis,Fungal Infection in Patients With Diabetic Foot Osteomyelitis,Diagnostic Test,January 2020,"March 31, 2022",Egypt,Africa,AF
673,NCT04092881,Striae Distensae|Striae; Albicantes|Striae Alba|Nd-YAG Laser|Fractional CO2 Laser|High Frequency Skin Ultrasound|Short Pulsed Nd-YAG|Carbon Dioxide Laser|Neodymium-Doped Yttrium Aluminum Garnet Laser,Efficacy of Short Pulsed 1064 nm Nd-YAG Laser Versus 10600 nm Fractional CO2 Laser in Treatment of Striae Alba,Device,"February 1, 2019","December 31, 2021",Egypt,Africa,AF
674,NCT04376190,Malocclusion Class II,Effect of Low Level Laser Therapy on the Temporomandibular Joint During Treatment of Skeletal Class II Malocclusion,Radiation,"December 1, 2017","August 20, 2019",Egypt,Africa,AF
675,NCT04732234,Analgesia,Pre-emptive US Guided Superior Hypogastric Plexus Block in Pelvic Cancer Surgeries : a Randomized Double-Blinded Study,Procedure,"December 1, 2020",May 2021,Egypt,Africa,AF
676,NCT03155646,Transversus Abdominis Plane Block,Dexmedetomidine Versus Clonidine in TAP Block,Drug,"June 10, 2017","August 1, 2019",Egypt,Africa,AF
677,NCT04837495,"Arrythmia|Pain, Acute",Stellate Ganglion Block in Control of Arrhythmia in Laparoscopic Cholecystectomy,Procedure,"April 30, 2021","February 25, 2022",Egypt,Africa,AF
678,NCT04091958,Breast Cancer,Reconstruction of Partial Mastectomy Defects With Pectoralis Myo-glandular Local Flap.,Procedure,"August 24, 2019","February 28, 2022",Egypt,Africa,AF
679,NCT04436445,Chronic Pelvic Pain,Effect of Neurogenic Acupoint CUPPING ON WOMEN WITH CHRONIC PELVIC PAIN,Combination Product,"July 15, 2018","September 1, 2020",Egypt,Africa,AF
680,NCT03920449,Chronic Anal Fissure,Postero-lateral Internal Sphincterotomy vs Botulinum Toxin Injection in the Treatment of Chronic Anal Fissure,Drug,"May 1, 2019","January 1, 2021",Egypt,Africa,AF
681,NCT04472923,Fecal Incontinence in Children,Biofeedback Training Fecal Incontinence in Children,Procedure,"May 5, 2018","July 5, 2020",Egypt,Africa,AF
682,NCT04331418,Dexmedetomidine Infusion|Pediatric|Hypospadias Repair Surgery,Comparison of Caudal Block Versus Dexmedetomidine Infusion in Pediatric Patients Undergoing Hypospadias Repair Surgery,Drug,"March 28, 2020","October 31, 2020",Egypt,Africa,AF
683,NCT02075216,Urinary Incontinence,Transurethral Myoblast Injection for Urinary Incontinence in Children With Bladder Exstrophy,Procedure,December 2013,December 2016,Egypt,Africa,AF
684,NCT03927794,White Spot Lesions [Initial Caries] on Smooth Surface of Tooth,Remineralization of White Spot Lesions Using Self-Assembling Peptide P11-4 in Primary Anterior Teeth A Randomized Clinical Trial,Other,"September 1, 2020","September 1, 2021",Egypt,Africa,AF
685,NCT03379883,Chronic Knee Osteoarthritis,Genicular Nerve and Intra-articular Radiofrequency Versus Platelet Rich Plasma Injection for Knee Osteoarthritis,Procedure,"September 1, 2017","February 1, 2019",Egypt,Africa,AF
686,NCT03814707,"Pain, Postoperative",Platelet Rich Fibrin VS Hyaloronic Acid in Management of Pain After Harvesting a Free Gingival Graft,Drug,"January 10, 2019",July 2019,Egypt,Africa,AF
687,NCT04275596,Anal Wound,Impact of Topical Antiadhesion Therapy on Wound Healing and Postoperative Pain After Anal Surgery,Drug,"February 10, 2020","May 30, 2021",Egypt,Africa,AF
688,NCT04710888,Oral Ulcer,Basil Extract (Ocimum Basilicum) in the Management of Recurrent Aphthous Stomatitis,Drug,"January 1, 2021","December 1, 2021",Egypt,Africa,AF
689,NCT01431729,Oral Mucositis,"Honey and a Mixture of Honey, Beeswax and Olive Oil-propolis Extract in Treatment of Chemotherapy-induced Oral Mucositis",Other,June 2010,July 2011,Egypt,Africa,AF
690,NCT02379468,Diabetic Foot Ulcer,Efficacy & Safety of Pedyphar Ointment in Diabetic Foot Ulcer Treatment,Drug,April 2013,October 2014,Egypt,Africa,AF
691,NCT03536260,Implant Placement in Maxillary Esthetic Zone,Evaluation of Marginal Bone Loss After Immediate Implant Placement in Maxillary Esthetic Zone With Nanobone Versus Xenograft,Device,"July 1, 2017","June 30, 2018",Egypt,Africa,AF
692,NCT04625179,"Edentulous; Alveolar Process, Atrophy",Melatonin and Hyaluronic Acid in Maxillary Sinus Augmentation,Other,"December 3, 2019","December 7, 2020",Egypt,Africa,AF
693,NCT00820703,Diabetic Foot Ulcer,The ASCEND Study: A Study to Investigate the Safety and Clinical Effect of Nexagon to Treat Slow Healing Diabetic Foot Ulcers,Drug,April 2009,December 2009,New Zealand,Oceania,OC
694,NCT02736253,Diabetic Foot|Osteomyelitis,Risk Factors for Three Critical Stages of the Diabetic Foot Infections,,June 2012,February 2015,Turkey,Europe,EU
695,NCT04057079,"Pain, Postoperative",Comparing Anugel With Gelatine Sponges for Pain Management After Hemoroidectomy,Combination Product,"April 4, 2014","February 1, 2019",Turkey,Europe,EU
696,NCT04286698,Head and Neck Cancer|Lymphedema of Face|Fibrosis; Skin,Two Different Physiotherapy Programs in Lymphedema Following Head and Neck Cancer Treatment,Other,"March 5, 2018","March 15, 2019",Turkey,Europe,EU
697,NCT03888586,"Subacromial Impingement Syndrome|Trigger Point Pain, Myofascial",Comparison of Dry Needling and Deep Friction Massage in Patients With Subacromial Pain Syndrome,Device,"October 2, 2017","October 10, 2018",Turkey,Europe,EU
698,NCT04634942,Healthy,A Comparison of Two Different Methods to Reduce Intramusculer Injection Pain,Device,"February 25, 2010","August 15, 2020",Turkey,Europe,EU
699,NCT02818634,Nasal Deformity|Revision Rhinoplasty|Autogenous Rib Graft|Costal Cartilage|Harvesting,Effect of Costal Harvesting Technique on Postoperative Donor-site Morbidity: Does Muscle Sparing Technique Cause Less Postoperative Pain ? A Clinical Trial,Procedure,February 2016,August 2016,Turkey,Europe,EU
700,NCT04900857,"Myofascial Pain Syndrome|Trigger Point Pain, Myofascial",Comparison of Vibration and Dry Needle in Trigger Point Therapy,Other,"December 7, 2020","February 25, 2021",Turkey,Europe,EU
701,NCT04037202,Postpartum Disorder|Massage,Effect of Foot Massage on Postpartum Comfort and Pain Level of the Mothers Who Had Vaginal Birth,Other,"July 3, 2017","September 1, 2017",Turkey,Europe,EU
702,NCT04334122,Lumbar Disc Herniation|Instrument-assisted Soft Tissue Mobilization,The Efficacy Of Instrument-Assisted Soft Tissue Mobilization At Lumbar Region Disc Herniations,Other,"April 16, 2020","June 20, 2020",Turkey,Europe,EU
703,NCT04883723,Intramuscular Injection,Effect of Manual Pressure and Shotblocker on Pain and Injection Satisfaction in Intramuscular Injection Application,Device,"April 22, 2019","August 23, 2019",Turkey,Europe,EU
704,NCT04968769,Neck Pain,Comparison of Ischemic Compression Therapy and Kinesiotaping in Chronic Neck Pain,Other,"May 1, 2021","July 8, 2021",Turkey,Europe,EU
705,NCT04612543,Dental Caries Extending Into Dentin,Clinical Evaluation of Extensive Direct Composite Restorations With Polyethylene Fiber,Device,"February 10, 2019","August 31, 2020",Turkey,Europe,EU
706,NCT03727542,Aortic Aneurysm|Aortic Diseases|Pacemaker DDD,Influence of Short AV Delay Permanent Pacing on Matrix Metalloproteinase Levels,Device,"October 15, 2018","November 15, 2018",Turkey,Europe,EU
707,NCT03920553,"Frenulum; Hypertrophy, Lip",Hyaluronic Acid Application Following Frenectomy,Biological,"January 2, 2019","April 11, 2019",Turkey,Europe,EU
708,NCT03883295,"Endodontic Inflammation|Pulp Disease, Dental",Evaluation of Clinical and Radiological Success of Vital Amputation Treatment,Procedure,"November 1, 2018","December 31, 2019",Turkey,Europe,EU
709,NCT04324827,Healthy,Investigation of the Acute Effect of Myofascial Release Techniques and Dynamic Stretch on Vertical Jump Performance in Recreationally Active Individuals,Device,"June 1, 2019","November 24, 2019",Turkey,Europe,EU
710,NCT02972528,Diabetic Foot Ulcer,The Use of Allogenic Platelet Rich Plasma for the Treatment of Diabetic Foot Ulcer,Biological,"February 3, 2018",September 2020,Jordan,Asia,AS
711,NCT01578382,Hypertensive Ischemic Leg Ulcer|Calciphylaxis,Pathophysiology of Martorell Hypertensive Ischemic Leg Ulcer (HYTILU),,September 2011,December 2019,Switzerland,Europe,EU
712,NCT03037684,Neuropathy;Peripheral,Depolarising Electrical Skin Stimulation in Neuropathic and Postoperative Pain,Diagnostic Test,"March 27, 2017","December 31, 2023",Switzerland,Europe,EU
713,NCT02435004,Neuropathy Small Fibre,Dorsal Root Ganglion Stimulation for the Management of Painful Intractable Small Fibre Neuropathy:,Device,April 2015,April 2023,Switzerland,Europe,EU
714,NCT03673449,Peripheral Nerve Injury Digital Nerve Hand,Evaluate the Reconstruction of Digital Nerve Defects in Humans Using an Implanted Silk Nerve Guide,Device,"March 22, 2019",March 2021,Switzerland,Europe,EU
715,NCT03048331,Spinal Cord Injury Cervical,Functional Electrical Stimulation (FES) and Reconstructive Tetraplegia Hand and Arm Surgery,Device,"March 1, 2017",December 2023,Switzerland,Europe,EU
716,NCT04429165,Injury of the Anterior Cruciate Ligament (ACL),Clinical and Functional Outcomes 2 Years After ACL Repair and InternalBrace Ligament Augmentation in Comparison With ACL Reconstruction,Other,"April 23, 2020",August 2022,Switzerland,Europe,EU
717,NCT02126709,Acne,The Efficacy and Safety of 3% Povidone-Iodine in Acne Therapy,Drug,June 2014,December 2014,Singapore,Asia,AS
718,NCT04809571,Eczema|Psoriasis,Non-invasive Photoacoustic Imaging of Skin Inflammatory Disorders With Machine Learning-assisted Scoring,Other,"February 22, 2021","March 24, 2023",Singapore,Asia,AS
719,NCT01677611,Type 2 Diabetes,Effects of Resveratrol in Patients With Type 2 Diabetes,Drug,December 2008,March 2012,Singapore,Asia,AS
720,NCT00607685,Glaucoma|Trabeculectomy|Wound Healing,5FU vs 5FU With Viscoelastic Formulation for the Prevention of Scarring Post-trabeculectomy,Drug,February 2008,January 2010,Singapore,Asia,AS
721,NCT04840147,Chondral Defect|Articular Cartilage Defect|Articular Cartilage Disorder of Knee,"A Comparison of JointRep® and Microfracture in Repair of Cartilage Lesions on the Femoral Condyle or Trochlea,",Device,April 2021,December 2025,Australia,Oceania,OC
722,NCT03830762,Safety|Peripheral Neuropathy|Cortisol|Central Nervous System|Cognitive Function|Healthy Ageing|Small Fibre Neuropathy|Cerebrospinal Fluid|Electrocardiography,Xanamem™ in Healthy Elderly Subjects,Drug,"January 21, 2019","January 7, 2020",Australia,Oceania,OC
723,NCT00419679,Breast Neoplasms,Use of Hair to Diagnose Breast Cancer,Procedure,December 2006,,Australia,Oceania,OC
724,NCT00390377,Breast Cancer,Use of Hair to Diagnose Breast Cancer,Procedure,October 2006,,Australia,Oceania,OC
725,NCT03780972,Rhegmatogenous Retinal Detachment - Macula Off,"A Study to Evaluate the Safety and Tolerability of ONL1204 in Patients With Macula-off, Rhegmatogenous Retinal Detachment",Drug,"October 21, 2019","March 31, 2022",Australia,Oceania,OC
726,NCT04061733,"Osteoarthritis, Knee|Pain",New Hydroxyethyl Cellulose Hydrogel for the Treatment of the Pain of Knee Arthrosis,Device,"September 30, 2019","July 30, 2022",Argentina,South America,SA
727,NCT00791492,Familial Amyloid Polyneuropathy|ATTR-PN,An Extension of Study Fx-005 Evaluating Long-Term Safety And Clinical Outcomes Of Fx-1006A In Patients With Transthyretin Amyloid Polyneuropathy,Drug,July 2008,October 2010,Argentina,South America,SA
728,NCT04986384,Eczema,Effect of a Topical Spray on Itch Relief in Moderate-to-severe Childhood Eczema,Drug,"January 24, 2019","April 7, 2021",Hong Kong,Asia,AS
729,NCT04554784,Fibromyalgia,Effectiveness of Bowen Therapy for Pain Management in Patients With Fibromyalgia,Other,"October 6, 2020",December 2022,Hong Kong,Asia,AS
730,NCT03985033,Tooth Extraction,The Clinical and Biological Effects of Leucocyte and Platelet-rich Fibrin (L-PRF) on Post-extraction Sockets Healing,Other,"October 1, 2019","March 31, 2021",Hong Kong,Asia,AS
731,NCT03731195,Pleasant Touch|Cortical Response,GentleTouch (Study to Evaluate Somatosensory Evoked Potential (SSEP) Responses to Affective Touch and How it Develops in Healthy Term Babies),,"May 9, 2018",December 2020,Ireland,Europe,EU
732,NCT04484168,Venous Ulcer,Axial Ablation Versus Terminal Interruption of the Reflux Source,Procedure,"July 21, 2020",December 2022,Ireland,Europe,EU
733,NCT03300635,Fibromyalgia,"Metabolism, Muscle Function and Psychological Factors in Fibromyalgia",Other,"September 5, 2015","April 10, 2019",Finland,Europe,EU
734,NCT04737941,Venous Ulcer,Finnish Venous Ulcer Study (FINNULCER Study),Procedure,"February 26, 2021","March 1, 2026",Finland,Europe,EU
735,NCT03795064,Venous Ulcer,Immediate Versus Early Endovenous Ablation In Venous Ulcer,Procedure,"December 5, 2018","April 30, 2021",Finland,Europe,EU
736,NCT04461093,Palonosetron,"Comparison of the Efficacy of Acupressure P6 Point, Dexamethasone and Ondansetron Versus Palonosetron Monotherapy for Preventing Postoperative Nausea and Vomiting in Laparoscopic Surgery",Other,"July 6, 2020","November 1, 2021",Malaysia,Asia,AS
737,NCT03686098,Breast Cancer|Mammographic Density,The Malaysian Soy and Mammographic Density Study,Dietary Supplement,"November 19, 2018",June 2020,Malaysia,Asia,AS
738,NCT04032548,Gingivitis,Effectiveness of Propolis Mouthwash on Gingivitis,Drug,"February 18, 2019","June 5, 2019",Malaysia,Asia,AS
739,NCT01217515,Chronic Anal Fissure,Diltiazem Hydrochloride Cream for Anal Fissure,Drug,October 2010,May 2012,Bulgaria,Europe,EU
